Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11
Campo Maior; 25 332 ; 12 345 ; 12 987 ;   707,90 ;   827,28 ;   594,44 ;   510,00 ;   510,00 ;   510,00 ;2202208
Área 001; 8 853 ; 4 288 ; 4 565 ;   651,79 ;   763,66 ;   546,70 ;   510,00 ;   510,00 ;   510,00 ;2202208003001
Área 002; 16 479 ; 8 057 ; 8 422 ;   738,05 ;   861,13 ;   620,31 ;   510,00 ;   510,00 ;   510,00 ;2202208003002
Esperantina; 20 336 ; 10 311 ; 10 025 ;   542,39 ;   641,26 ;   440,69 ;   500,00 ;   510,00 ;   315,00 ;2203701
Área 001; 7 953 ; 4 183 ; 3 771 ;   431,33 ;   523,60 ;   328,98 ;   360,00 ;   510,00 ;   157,00 ;2203701003001
Área 002; 12 383 ; 6 129 ; 6 255 ;   613,71 ;   721,57 ;   508,03 ;   510,00 ;   510,00 ;   480,00 ;2203701003002
Floriano; 32 913 ; 15 899 ; 17 013 ;   926,85 ;  1 095,37 ;   769,36 ;   510,00 ;   510,00 ;   510,00 ;2203909
Área 001; 14 420 ; 6 936 ; 7 484 ;   817,56 ;   993,88 ;   654,16 ;   510,00 ;   510,00 ;   510,00 ;2203909003001
Área 002; 18 493 ; 8 964 ; 9 529 ;  1 012,06 ;  1 173,90 ;   859,82 ;   510,00 ;   510,00 ;   510,00 ;2203909003002
José de Freitas; 18 494 ; 8 854 ; 9 640 ;   586,10 ;   714,76 ;   467,93 ;   510,00 ;   510,00 ;   510,00 ;2205508
Área 001; 8 648 ; 4 167 ; 4 481 ;   495,71 ;   561,42 ;   434,61 ;   510,00 ;   510,00 ;   510,00 ;2205508003001
Área 002; 9 846 ; 4 687 ; 5 159 ;   665,49 ;   851,10 ;   496,88 ;   510,00 ;   510,00 ;   510,00 ;2205508003002
Oeiras; 18 665 ; 8 567 ; 10 098 ;   712,48 ;   863,91 ;   584,00 ;   510,00 ;   510,00 ;   500,00 ;2207009
Área 001; 6 713 ; 3 083 ; 3 629 ;   431,06 ;   495,77 ;   376,08 ;   420,00 ;   510,00 ;   250,00 ;2207009003001
Área 002; 11 953 ; 5 484 ; 6 469 ;   870,52 ;  1 070,90 ;   700,65 ;   510,00 ;   510,00 ;   510,00 ;2207009003002
Parnaíba; 76 326 ; 39 060 ; 37 267 ;   903,36 ;  1 047,88 ;   751,88 ;   510,00 ;   510,00 ;   510,00 ;2207702
Área 001; 10 551 ; 4 917 ; 5 634 ;  1 103,08 ;  1 272,64 ;   955,08 ;   510,00 ;   540,00 ;   510,00 ;2207702003001
Área 002; 27 595 ; 14 678 ; 12 917 ;   921,26 ;  1 105,51 ;   711,89 ;   510,00 ;   510,00 ;   510,00 ;2207702003002
Área 003; 9 208 ; 4 363 ; 4 845 ;   905,64 ;  1 017,38 ;   805,00 ;   510,00 ;   510,00 ;   510,00 ;2207702003003
Área 004; 15 173 ; 7 623 ; 7 550 ;   972,87 ;  1 129,04 ;   815,18 ;   510,00 ;   510,00 ;   510,00 ;2207702003004
Área 005; 13 800 ; 7 478 ; 6 322 ;   636,92 ;   722,04 ;   536,22 ;   510,00 ;   510,00 ;   500,00 ;2207702003005
Pedro II; 18 011 ; 8 372 ; 9 639 ;   548,83 ;   632,51 ;   476,14 ;   450,00 ;   504,00 ;   333,00 ;2207900
Área 001; 8 324 ; 3 823 ; 4 502 ;   657,98 ;   710,89 ;   613,05 ;   510,00 ;   510,00 ;   510,00 ;2207900003001
Área 002; 9 687 ; 4 550 ; 5 138 ;   455,03 ;   566,65 ;   356,17 ;   300,00 ;   480,00 ;   184,00 ;2207900003002
Picos; 42 272 ; 20 997 ; 21 275 ;   965,54 ;  1 171,14 ;   762,63 ;   510,00 ;   510,00 ;   510,00 ;2208007
Área 001; 8 743 ; 4 060 ; 4 683 ;  1 483,91 ;  1 795,75 ;  1 213,53 ;   550,00 ;   700,00 ;   510,00 ;2208007003001
Área 002; 15 529 ; 7 713 ; 7 816 ;   669,58 ;   813,66 ;   527,40 ;   510,00 ;   510,00 ;   510,00 ;2208007003002
Área 003; 18 000 ; 9 223 ; 8 776 ;   969,11 ;  1 195,15 ;   731,55 ;   510,00 ;   510,00 ;   510,00 ;2208007003003
Piripiri; 32 231 ; 16 643 ; 15 588 ;   712,47 ;   876,90 ;   536,92 ;   510,00 ;   510,00 ;   510,00 ;2208403
Área 001; 7 955 ; 4 284 ; 3 671 ;   504,74 ;   585,48 ;   410,52 ;   510,00 ;   510,00 ;   440,00 ;2208403003001
Área 002; 12 023 ; 6 019 ; 6 004 ;  1 070,13 ;  1 398,22 ;   741,22 ;   510,00 ;   600,00 ;   510,00 ;2208403003002
Área 003; 12 253 ; 6 340 ; 5 913 ;   496,39 ;   578,87 ;   407,95 ;   510,00 ;   510,00 ;   425,00 ;2208403003003
São Raimundo Nonato; 18 003 ; 8 806 ; 9 197 ;   713,12 ;   836,46 ;   595,01 ;   510,00 ;   510,00 ;   510,00 ;2210607
Área 001; 7 480 ; 3 660 ; 3 820 ;   418,40 ;   484,73 ;   354,85 ;   400,00 ;   510,00 ;   262,00 ;2210607003001
Área 002; 10 523 ; 5 146 ; 5 376 ;   922,63 ;  1 086,61 ;   765,66 ;   510,00 ;   510,00 ;   510,00 ;2210607003002
Teresina; 463 630 ; 227 866 ; 235 763 ;  1 295,16 ;  1 475,81 ;  1 120,56 ;   510,00 ;   600,00 ;   510,00 ;2211001
Área 001; 18 847 ; 8 750 ; 10 098 ;  2 047,28 ;  2 467,83 ;  1 682,87 ;   700,00 ;   800,00 ;   600,00 ;2211001003001
Área 002; 17 352 ; 8 196 ; 9 156 ;  1 558,26 ;  1 892,82 ;  1 258,77 ;   600,00 ;   800,00 ;   510,00 ;2211001003002
Área 003; 16 530 ; 8 614 ; 7 916 ;   713,37 ;   823,85 ;   593,16 ;   510,00 ;   510,00 ;   510,00 ;2211001003003
Área 004; 15 309 ; 8 404 ; 6 905 ;   586,87 ;   680,61 ;   472,76 ;   510,00 ;   510,00 ;   462,00 ;2211001003004
Área 005; 21 743 ; 9 894 ; 11 849 ;  1 368,88 ;  1 543,40 ;  1 223,16 ;   624,00 ;   710,00 ;   520,00 ;2211001003005
Área 006; 78 588 ; 40 898 ; 37 691 ;   724,77 ;   862,71 ;   575,10 ;   510,00 ;   510,00 ;   510,00 ;2211001003006
Área 007; 68 862 ; 35 324 ; 33 538 ;   813,85 ;   956,18 ;   663,95 ;   510,00 ;   520,00 ;   510,00 ;2211001003007
Área 008; 16 481 ; 8 346 ; 8 136 ;   908,22 ;  1 091,09 ;   720,64 ;   510,00 ;   511,00 ;   510,00 ;2211001003008
Área 009; 17 993 ; 8 637 ; 9 356 ;  1 537,69 ;  1 713,28 ;  1 375,58 ;   750,00 ;   900,00 ;   600,00 ;2211001003009
Área 010; 19 780 ; 8 936 ; 10 844 ;  1 643,67 ;  1 711,73 ;  1 587,57 ;   735,00 ;   900,00 ;   600,00 ;2211001003010
Área 011; 49 779 ; 23 617 ; 26 162 ;  1 144,91 ;  1 322,12 ;   984,94 ;   600,00 ;   720,00 ;   510,00 ;2211001003011
Área 012; 18 601 ; 7 884 ; 10 718 ;  2 550,06 ;  2 727,18 ;  2 419,79 ;  1 020,00 ;  1 200,00 ;  1 000,00 ;2211001003012
Área 013; 18 862 ; 9 426 ; 9 436 ;   732,11 ;   847,67 ;   616,67 ;   510,00 ;   510,00 ;   510,00 ;2211001003013
Área 014; 19 258 ; 9 657 ; 9 602 ;   817,66 ;  1 002,44 ;   631,83 ;   510,00 ;   570,00 ;   510,00 ;2211001003014
Área 015; 25 924 ; 12 956 ; 12 968 ;   945,36 ;  1 122,38 ;   768,52 ;   550,00 ;   700,00 ;   510,00 ;2211001003015
Área 016; 39 720 ; 18 330 ; 21 391 ;  3 466,01 ;  4 249,97 ;  2 794,23 ;  1 020,00 ;  1 500,00 ;   800,00 ;2211001003016
União; 19 297 ; 9 161 ; 10 136 ;   506,13 ;   588,81 ;   431,40 ;   510,00 ;   510,00 ;   412,00 ;2211100
Área 001; 6 742 ; 3 138 ; 3 604 ;   441,80 ;   525,54 ;   368,90 ;   500,00 ;   510,00 ;   224,00 ;2211100003001
Área 002; 12 554 ; 6 023 ; 6 531 ;   540,67 ;   621,76 ;   465,88 ;   510,00 ;   510,00 ;   510,00 ;2211100003002
Ceará;;;;;;;;;;
Acaraú; 26 848 ; 12 847 ; 14 001 ;   527,24 ;   609,86 ;   451,42 ;   380,00 ;   500,00 ;   250,00 ;2300200
Área 001; 12 575 ; 5 944 ; 6 631 ;   423,77 ;   497,77 ;   357,45 ;   300,00 ;   400,00 ;   250,00 ;2300200003001
Área 002; 14 273 ; 6 903 ; 7 370 ;   618,39 ;   706,38 ;   535,97 ;   400,00 ;   510,00 ;   265,00 ;2300200003002
Acopiara; 26 825 ; 12 113 ; 14 712 ;   502,61 ;   566,02 ;   450,40 ;   434,00 ;   510,00 ;   280,00 ;2300309
Área 001; 12 650 ; 5 709 ; 6 941 ;   656,49 ;   725,24 ;   599,95 ;   510,00 ;   510,00 ;   500,00 ;2300309003001
Área 002; 14 175 ; 6 404 ; 7 771 ;   365,28 ;   424,09 ;   316,82 ;   277,00 ;   450,00 ;   140,00 ;2300309003002
Amontada; 16 855 ; 7 880 ; 8 975 ;   422,63 ;   456,07 ;   393,27 ;   352,00 ;   420,00 ;   260,00 ;2300754
Área 001; 6 793 ; 3 084 ; 3 709 ;   352,44 ;   387,76 ;   323,08 ;   255,00 ;   400,00 ;   167,00 ;2300754003001
Área 002; 10 063 ; 4 797 ; 5 266 ;   470,01 ;   499,98 ;   442,72 ;   400,00 ;   500,00 ;   300,00 ;2300754003002
Aquiraz; 37 657 ; 20 802 ; 16 855 ;   656,48 ;   761,18 ;   527,26 ;   510,00 ;   510,00 ;   510,00 ;2301000
Área 001; 7 775 ; 4 457 ; 3 318 ;   501,68 ;   565,92 ;   415,39 ;   510,00 ;   510,00 ;   510,00 ;2301000003001
Área 002; 12 525 ; 7 083 ; 5 442 ;   612,24 ;   717,48 ;   475,26 ;   510,00 ;   510,00 ;   510,00 ;2301000003002
Área 003; 17 357 ; 9 262 ; 8 095 ;   757,74 ;   888,55 ;   608,07 ;   510,00 ;   510,00 ;   510,00 ;2301000003003
Aracati; 36 522 ; 17 768 ; 18 753 ;   650,73 ;   802,27 ;   507,15 ;   510,00 ;   510,00 ;   510,00 ;2301109
Área 001; 7 629 ; 3 742 ; 3 888 ;   593,23 ;   742,44 ;   449,61 ;   510,00 ;   510,00 ;   312,00 ;2301109003001
Área 002; 10 996 ; 5 440 ; 5 556 ;   613,21 ;   749,61 ;   479,65 ;   510,00 ;   510,00 ;   510,00 ;2301109003002
Área 003; 17 896 ; 8 586 ; 9 310 ;   698,30 ;   861,72 ;   547,59 ;   510,00 ;   510,00 ;   510,00 ;2301109003003
Barbalha; 30 771 ; 14 996 ; 15 774 ;   650,33 ;   745,11 ;   560,24 ;   510,00 ;   510,00 ;   510,00 ;2301901
Área 001; 15 124 ; 7 772 ; 7 352 ;   547,28 ;   631,76 ;   457,98 ;   510,00 ;   510,00 ;   402,00 ;2301901003001
Área 002; 15 647 ; 7 225 ; 8 422 ;   749,94 ;   867,04 ;   649,50 ;   510,00 ;   510,00 ;   510,00 ;2301901003002
Baturité; 17 419 ; 8 372 ; 9 047 ;   536,60 ;   603,13 ;   475,02 ;   510,00 ;   510,00 ;   510,00 ;2302107
Área 001; 7 090 ; 3 362 ; 3 728 ;   445,40 ;   501,64 ;   394,70 ;   510,00 ;   510,00 ;   389,00 ;2302107003001
Área 002; 10 329 ; 5 010 ; 5 318 ;   599,20 ;   671,24 ;   531,34 ;   510,00 ;   510,00 ;   510,00 ;2302107003002
Beberibe; 26 120 ; 13 001 ; 13 119 ;   570,12 ;   695,57 ;   445,79 ;   510,00 ;   510,00 ;   460,00 ;2302206
Área 001; 9 943 ; 5 140 ; 4 803 ;   782,39 ;  1 005,75 ;   543,36 ;   510,00 ;   510,00 ;   510,00 ;2302206003001
Área 002; 16 177 ; 7 862 ; 8 315 ;   439,66 ;   492,78 ;   389,44 ;   510,00 ;   510,00 ;   362,00 ;2302206003002
Boa Viagem; 25 392 ; 10 847 ; 14 545 ;   508,18 ;   593,97 ;   444,20 ;   510,00 ;   510,00 ;   345,00 ;2302404
Área 001; 12 689 ; 5 371 ; 7 318 ;   610,84 ;   719,67 ;   530,95 ;   510,00 ;   510,00 ;   450,00 ;2302404003001
Área 002; 12 703 ; 5 476 ; 7 228 ;   405,64 ;   470,66 ;   356,38 ;   400,00 ;   510,00 ;   223,00 ;2302404003002
Brejo Santo; 23 405 ; 11 526 ; 11 878 ;   614,18 ;   767,90 ;   465,03 ;   510,00 ;   510,00 ;   450,00 ;2302503
Área 001; 9 788 ; 4 847 ; 4 940 ;   819,15 ;  1 051,48 ;   591,20 ;   510,00 ;   510,00 ;   510,00 ;2302503003001
Área 002; 13 617 ; 6 679 ; 6 938 ;   466,85 ;   562,07 ;   375,20 ;   440,00 ;   510,00 ;   335,00 ;2302503003002
Camocim; 28 240 ; 13 994 ; 14 246 ;   551,97 ;   662,17 ;   443,72 ;   500,00 ;   510,00 ;   350,00 ;2302602
Área 001; 13 118 ; 6 471 ; 6 646 ;   742,13 ;   911,61 ;   577,12 ;   510,00 ;   510,00 ;   510,00 ;2302602003001
Área 002; 15 122 ; 7 522 ; 7 600 ;   387,01 ;   447,58 ;   327,06 ;   332,00 ;   470,00 ;   214,00 ;2302602003002
Canindé; 35 441 ; 15 799 ; 19 642 ;   566,35 ;   678,49 ;   476,14 ;   510,00 ;   510,00 ;   368,00 ;2302800
Área 001; 7 147 ; 2 993 ; 4 154 ;   413,23 ;   507,13 ;   345,56 ;   400,00 ;   510,00 ;   144,00 ;2302800003001
Área 002; 13 157 ; 5 935 ; 7 222 ;   459,85 ;   567,25 ;   371,60 ;   510,00 ;   510,00 ;   292,00 ;2302800003002
Área 003; 15 137 ; 6 871 ; 8 266 ;   731,21 ;   849,24 ;   633,10 ;   510,00 ;   510,00 ;   510,00 ;2302800003003
Cascavel; 35 840 ; 17 890 ; 17 950 ;   560,57 ;   673,41 ;   448,12 ;   510,00 ;   510,00 ;   500,00 ;2303501
Área 001; 7 512 ; 3 906 ; 3 606 ;   455,80 ;   538,69 ;   366,01 ;   510,00 ;   510,00 ;   330,00 ;2303501003001
Área 002; 10 890 ; 5 236 ; 5 655 ;   668,41 ;   781,76 ;   563,45 ;   510,00 ;   510,00 ;   510,00 ;2303501003002
Área 003; 17 437 ; 8 748 ; 8 690 ;   538,36 ;   668,72 ;   407,14 ;   510,00 ;   510,00 ;   400,00 ;2303501003003
Caucaia; 166 349 ; 87 295 ; 79 054 ;   716,51 ;   831,87 ;   589,12 ;   510,00 ;   510,00 ;   510,00 ;2303709
Araturi; 15 113 ; 7 895 ; 7 218 ;   690,14 ;   782,11 ;   589,54 ;   510,00 ;   600,00 ;   510,00 ;2303709005047
Cigana; 9 575 ; 4 888 ; 4 687 ;   730,99 ;   857,04 ;   599,52 ;   510,00 ;   550,00 ;   510,00 ;2303709005010
Conjunto Metropolitano; 11 986 ; 6 249 ; 5 738 ;   549,43 ;   620,70 ;   471,81 ;   510,00 ;   510,00 ;   510,00 ;2303709005012
Grilo; 10 477 ; 5 544 ; 4 933 ;   698,99 ;   829,75 ;   552,04 ;   510,00 ;   510,00 ;   510,00 ;2303709005017
Icaraí; 11 272 ; 6 051 ; 5 220 ;  1 128,43 ;  1 324,73 ;   900,88 ;   510,00 ;   511,00 ;   510,00 ;2303709005019
Marechal Rondon; 10 311 ; 5 351 ; 4 960 ;   557,81 ;   691,07 ;   414,03 ;   510,00 ;   510,00 ;   510,00 ;2303709005049
Nova Metrópole; 12 876 ; 6 410 ; 6 466 ;   861,14 ;   998,48 ;   725,00 ;   560,00 ;   700,00 ;   510,00 ;2303709005048
Novo Pabussu; 11 998 ; 6 222 ; 5 776 ;   638,47 ;   747,69 ;   520,83 ;   510,00 ;   510,00 ;   510,00 ;2303709005030
Parque Guadalajara; 18 973 ; 9 912 ; 9 060 ;   746,02 ;   870,40 ;   609,94 ;   510,00 ;   560,00 ;   510,00 ;2303709005053
Parque Potira; 10 188 ; 5 295 ; 4 893 ;   675,22 ;   815,43 ;   523,48 ;   510,00 ;   510,00 ;   510,00 ;2303709005054
Parque Soledade; 10 919 ; 5 723 ; 5 197 ;   596,31 ;   703,01 ;   478,82 ;   510,00 ;   510,00 ;   510,00 ;2303709005036
Sitios Novos; 14 088 ; 7 898 ; 6 190 ;   487,42 ;   540,57 ;   419,60 ;   510,00 ;   510,00 ;   360,00 ;2303709005046
Tabapuá; 8 007 ; 3 942 ; 4 065 ;  1 171,41 ;  1 332,27 ;  1 015,45 ;   600,00 ;   700,00 ;   524,00 ;2303709005041
Tabuba; 10 566 ; 5 916 ; 4 650 ;   647,64 ;   764,09 ;   499,49 ;   510,00 ;   510,00 ;   510,00 ;2303709005043
Crateús; 37 758 ; 17 595 ; 20 163 ;   706,73 ;   879,41 ;   556,04 ;   510,00 ;   510,00 ;   500,00 ;2304103
Área 001; 7 739 ; 3 681 ; 4 058 ;   873,60 ;  1 005,92 ;   753,57 ;   510,00 ;   510,00 ;   510,00 ;2304103003001
Área 002; 7 751 ; 3 718 ; 4 033 ;   609,19 ;   780,72 ;   451,02 ;   510,00 ;   510,00 ;   334,00 ;2304103003002
Área 003; 11 218 ; 5 253 ; 5 965 ;   976,53 ;  1 257,30 ;   729,29 ;   510,00 ;   510,00 ;   510,00 ;2304103003003
Área 004; 11 050 ; 4 943 ; 6 107 ;   384,38 ;   457,87 ;   324,90 ;   510,00 ;   510,00 ;   225,00 ;2304103003004
Crato; 67 118 ; 32 281 ; 34 837 ;   832,81 ;  1 009,96 ;   668,66 ;   510,00 ;   510,00 ;   510,00 ;2304202
Área 001; 8 390 ; 4 127 ; 4 263 ;   461,23 ;   522,70 ;   401,72 ;   510,00 ;   510,00 ;   410,00 ;2304202003001
Área 002; 8 707 ; 4 173 ; 4 533 ;  1 050,82 ;  1 393,80 ;   735,10 ;   510,00 ;   510,00 ;   510,00 ;2304202003002
Área 003; 9 127 ; 4 640 ; 4 487 ;   576,14 ;   715,32 ;   432,20 ;   510,00 ;   510,00 ;   480,00 ;2304202003003
Área 004; 8 936 ; 4 403 ; 4 533 ;   546,64 ;   645,36 ;   450,74 ;   510,00 ;   510,00 ;   510,00 ;2304202003004
Área 005; 16 038 ; 7 716 ; 8 322 ;   924,51 ;  1 122,92 ;   740,53 ;   510,00 ;   550,00 ;   510,00 ;2304202003005
Área 006; 15 921 ; 7 221 ; 8 699 ;  1 124,78 ;  1 357,56 ;   931,56 ;   510,00 ;   510,00 ;   510,00 ;2304202003006
Eusébio; 24 559 ; 13 244 ; 11 315 ;  1 132,15 ;  1 321,85 ;   910,10 ;   510,00 ;   510,00 ;   510,00 ;2304285
Área 001; 12 100 ; 6 429 ; 5 670 ;   979,97 ;  1 220,36 ;   707,41 ;   510,00 ;   510,00 ;   510,00 ;2304285003001
Área 002; 12 459 ; 6 815 ; 5 644 ;  1 279,93 ;  1 417,59 ;  1 113,72 ;   510,00 ;   510,00 ;   510,00 ;2304285003002
Fortaleza;1 417 263 ; 689 399 ; 727 864 ;  1 400,29 ;  1 675,63 ;  1 139,50 ;   570,00 ;   700,00 ;   510,00 ;2304400
Aldeota; 29 331 ; 12 405 ; 16 926 ;  5 017,93 ;  6 756,81 ;  3 743,49 ;  2 888,00 ;  4 800,00 ;  2 000,00 ;2304400005002
Ancuri; 27 018 ; 13 752 ; 13 267 ;   746,73 ;   903,37 ;   584,36 ;   510,00 ;   580,00 ;   510,00 ;2304400005050
Antônio Bezerra; 24 224 ; 11 695 ; 12 529 ;   903,68 ;  1 080,19 ;   738,93 ;   510,00 ;   600,00 ;   510,00 ;2304400005040
Autran Nunes; 20 316 ; 9 712 ; 10 603 ;   686,37 ;   786,83 ;   594,35 ;   510,00 ;   510,00 ;   510,00 ;2304400005041
Barra do Ceará; 41 259 ; 21 154 ; 20 105 ;   717,80 ;   863,27 ;   564,74 ;   510,00 ;   510,00 ;   510,00 ;2304400005006
Barroso; 30 564 ; 15 045 ; 15 519 ;  1 174,91 ;  1 426,72 ;   930,79 ;   520,00 ;   650,00 ;   510,00 ;2304400005051
Bela Vista; 17 413 ; 8 249 ; 9 164 ;  1 025,97 ;  1 101,58 ;   957,91 ;   600,00 ;   650,00 ;   512,00 ;2304400005094
Bom Jardim; 20 590 ; 10 114 ; 10 477 ;   678,95 ;   814,61 ;   547,99 ;   510,00 ;   510,00 ;   510,00 ;2304400005072
Bonsucesso; 23 068 ; 11 472 ; 11 596 ;   757,19 ;   863,03 ;   652,47 ;   510,00 ;   520,00 ;   510,00 ;2304400005073
Canindezinho; 27 928 ; 14 453 ; 13 475 ;   657,03 ;   755,40 ;   551,52 ;   510,00 ;   510,00 ;   510,00 ;2304400005074
Carlito Pamplona; 30 005 ; 14 703 ; 15 302 ;   848,05 ;   947,11 ;   752,86 ;   510,00 ;   600,00 ;   510,00 ;2304400005009
Centro; 22 030 ; 10 089 ; 11 942 ;  1 667,77 ;  2 012,36 ;  1 376,63 ;   814,00 ;  1 000,00 ;   680,00 ;2304400005010
Coco; 29 620 ; 13 451 ; 16 169 ;  2 940,09 ;  4 078,44 ;  1 993,09 ;  1 020,00 ;  1 500,00 ;   900,00 ;2304400005011
Conjunto Esperança; 20 617 ; 10 934 ; 9 683 ;   770,47 ;   903,66 ;   620,08 ;   510,00 ;   600,00 ;   510,00 ;2304400005076
Conjunto Palmeiras; 15 968 ; 7 944 ; 8 024 ;   547,69 ;   634,14 ;   462,10 ;   510,00 ;   510,00 ;   510,00 ;2304400005118
Cristo Redentor; 23 907 ; 11 843 ; 12 064 ;   633,06 ;   722,13 ;   545,62 ;   510,00 ;   510,00 ;   510,00 ;2304400005012
Dias Macedo; 20 634 ; 10 755 ; 9 880 ;  1 020,57 ;  1 196,23 ;   829,35 ;   510,00 ;   600,00 ;   510,00 ;2304400005098
Engenheiro Luciano Cavalcante; 20 103 ; 9 552 ; 10 551 ;  3 496,52 ;  4 460,62 ;  2 623,74 ;  1 200,00 ;  1 600,00 ;  1 000,00 ;2304400005058
Fátima; 20 540 ; 8 950 ; 11 590 ;  2 877,83 ;  3 384,16 ;  2 486,82 ;  1 500,00 ;  1 850,00 ;  1 300,00 ;2304400005016
Floresta; 30 444 ; 14 770 ; 15 674 ;   684,22 ;   825,52 ;   551,06 ;   510,00 ;   510,00 ;   510,00 ;2304400005017
Genibau; 33 115 ; 16 834 ; 16 281 ;   764,55 ;   924,78 ;   598,87 ;   510,00 ;   510,00 ;   510,00 ;2304400005044
Granja Lisboa; 28 275 ; 14 460 ; 13 814 ;   613,36 ;   736,49 ;   484,47 ;   510,00 ;   510,00 ;   510,00 ;2304400005078
Granja Portugal; 36 030 ; 17 557 ; 18 473 ;   735,24 ;   871,67 ;   605,58 ;   510,00 ;   578,00 ;   510,00 ;2304400005079
Henrique Jorge; 26 158 ; 12 899 ; 13 259 ;   859,78 ;  1 034,07 ;   690,23 ;   510,00 ;   600,00 ;   510,00 ;2304400005045
Jacarecanga; 23 429 ; 11 247 ; 12 181 ;  1 317,26 ;  1 575,84 ;  1 078,50 ;   700,00 ;   800,00 ;   510,00 ;2304400005018
Jangurussu; 25 325 ; 13 269 ; 12 057 ;   743,40 ;   890,93 ;   581,04 ;   510,00 ;   600,00 ;   510,00 ;2304400005061
Jardim América; 19 742 ; 8 550 ; 11 192 ;  1 532,90 ;  1 880,08 ;  1 267,68 ;   800,00 ;  1 000,00 ;   620,00 ;2304400005019
Jardim das Oliveiras; 28 874 ; 13 941 ; 14 933 ;  1 578,02 ;  1 983,79 ;  1 199,20 ;   600,00 ;   750,00 ;   512,00 ;2304400005062
Joaquim Távora; 27 429 ; 11 982 ; 15 446 ;  2 909,60 ;  3 696,20 ;  2 299,41 ;  1 300,00 ;  1 800,00 ;  1 020,00 ;2304400005022
Jóquei Club (São Cristóvão); 18 300 ; 8 539 ; 9 761 ;  1 193,17 ;  1 470,33 ;   950,71 ;   600,00 ;   800,00 ;   510,00 ;2304400005101
José de Alencar; 18 391 ; 9 159 ; 9 232 ;  2 186,49 ;  2 657,10 ;  1 719,60 ;   700,00 ;   800,00 ;   540,00 ;2304400005049
Lagoa Redonda; 24 774 ; 12 536 ; 12 237 ;   966,70 ;  1 212,21 ;   715,19 ;   510,00 ;   600,00 ;   510,00 ;2304400005063
Lagoa Sapiranga (Coité); 29 510 ; 14 504 ; 15 006 ;  1 705,03 ;  2 075,95 ;  1 346,50 ;   600,00 ;   700,00 ;   510,00 ;2304400005064
Manoel Sátiro; 28 015 ; 13 822 ; 14 192 ;  1 223,14 ;  1 277,41 ;  1 170,29 ;   600,00 ;   750,00 ;   510,00 ;2304400005081
Meireles; 24 983 ; 11 143 ; 13 840 ;  6 237,12 ;  8 327,16 ;  4 554,26 ;  3 000,00 ;  5 000,00 ;  2 400,00 ;2304400005024
Messejana (sede); 25 567 ; 12 641 ; 12 926 ;  1 129,79 ;  1 335,47 ;   928,64 ;   600,00 ;   765,00 ;   510,00 ;2304400005065
Mondubim (Sede); 41 535 ; 21 175 ; 20 359 ;   934,48 ;  1 144,19 ;   716,36 ;   520,00 ;   620,00 ;   510,00 ;2304400005083
Montese; 23 405 ; 10 833 ; 12 572 ;  1 349,79 ;  1 579,51 ;  1 151,84 ;   700,00 ;   800,00 ;   564,00 ;2304400005103
Papicu; 27 428 ; 13 140 ; 14 289 ;  4 249,15 ;  5 303,22 ;  3 279,83 ;  1 200,00 ;  1 600,00 ;  1 000,00 ;2304400005027
Parangaba; 32 207 ; 15 183 ; 17 024 ;  1 202,59 ;  1 482,62 ;   952,84 ;   600,00 ;   800,00 ;   510,00 ;2304400005105
Parque Dois Irmãos; 23 269 ; 12 005 ; 11 263 ;  1 094,70 ;  1 302,69 ;   873,01 ;   600,00 ;   750,00 ;   510,00 ;2304400005084
Parquelândia; 20 618 ; 9 204 ; 11 414 ;  1 813,91 ;  2 358,31 ;  1 374,94 ;  1 000,00 ;  1 200,00 ;   800,00 ;2304400005029
Passaré; 28 703 ; 14 439 ; 14 265 ;  1 086,70 ;  1 292,18 ;   878,72 ;   560,00 ;   700,00 ;   510,00 ;2304400005088
Pici (Parque Universitário); 22 733 ; 11 213 ; 11 520 ;   756,48 ;   909,79 ;   607,24 ;   510,00 ;   510,00 ;   510,00 ;2304400005106
Planalto Ayrton Senna; 20 919 ; 10 668 ; 10 250 ;   622,52 ;   736,03 ;   504,38 ;   510,00 ;   510,00 ;   510,00 ;2304400005116
Prefeito José Walter; 20 636 ; 10 157 ; 10 479 ;   967,39 ;  1 159,43 ;   781,25 ;   600,00 ;   700,00 ;   510,00 ;2304400005089
Presidente Kennedy; 27 387 ; 12 822 ; 14 565 ;  1 671,64 ;  1 877,72 ;  1 490,22 ;   860,00 ;  1 000,00 ;   700,00 ;2304400005033
Quintino Cunha; 26 753 ; 12 789 ; 13 964 ;   752,64 ;   895,00 ;   622,25 ;   510,00 ;   576,00 ;   510,00 ;2304400005048
Rodolfo Teófilo; 24 634 ; 11 150 ; 13 484 ;  1 568,53 ;  1 842,26 ;  1 342,19 ;   800,00 ;  1 000,00 ;   700,00 ;2304400005034
São João do Tauapé; 16 565 ; 7 700 ; 8 865 ;  1 462,90 ;  1 844,13 ;  1 131,80 ;   670,00 ;   800,00 ;   510,00 ;2304400005035
Serrinha; 30 273 ; 14 431 ; 15 842 ;  1 076,30 ;  1 307,86 ;   865,36 ;   580,00 ;   700,00 ;   510,00 ;2304400005107
